Var_Name,Var_Label
F1A33E,% of full-time teachers are American Indian/Alaskan Native
F1A33F,% of full-time teachers for whom race is unknown
F1A34A,% of full-time teachers have state/advanced professional certificate
F1A34B,% of full-time teachers have probationary certificate
F1A34C,% of full-time teachers have provisional certificate
F1A34D,% of full-time teachers have temporary/emergency certificate
F1A35,% of full-time library staff is state-certified
F1A37A,% of poor teachers
F1A37B,% of fair teachers
F1A37C,% of good teachers
F1A37D,% of excellent teachers
F1A38A,Student morale is high
F1A38B,Teachers press students to achieve
F1A38C,Teacher morale is high
F1A38D,Learning is high priority for students
F1A38E,Students expected to do homework
F1A38F,Discipline is emphasized
F1A38G,Classroom activities are highly structured
F1A38H,Many teachers are negative about students
F1A38I,Many teachers find it difficult to motivate students
F1A38J,School emphasizes sports
F1A38K,Students are encouraged to compete for grades
F1A38L,Counselors/teachers encourage students to enroll in academic classes
F1A38M,There is often conflict between teachers and administrators
F1A38N,Teachers usually respond to students^ individual needs
F1A39A,% of students typically tardy
F1A39B,% of students typically absent without excuse
F1A39C,% of students typically cut or skip classes
F1A40A,How often physical conflicts a problem at school
F1A40B,How often robbery/theft a problem at school
F1A40C,How often vandalism a problem at school
F1A40D,How often use of alcohol a problem at school
F1A40E,How often use of illegal drugs a problem at school
F1A40F,How often students on drugs/alcohol at school a problem
F1A40G,How often sale of drugs near school a problem
F1A40H,How often possession of weapons a problem at school
F1A40I,How often physical abuse of teachers a problem at school
F1A40J,How often racial tension among students a problem at school
F1A40K,How often student bullying a problem at school
F1A40L,How often verbal abuse of teachers a problem at school
F1A40M,How often disorder in classrooms a problem at school
F1A40N,How often student disrespect for teachers a problem at school
F1A40O,How often gang activity a problem at school
F1A40P,How often cult/extremist group activities a problem at school
F1A42,Month and year completed interview
F1ADMSTA,F1 administrator questionnaire status
F1BYEDEX,BY-F1 Bachelor^s degree expectation change
F1BYMTGN,IRT math estimated number right gain: BY to F1
F1BYTFLG,F1 Base Year test available
F1COLINF,F1 sources for college information
F1COMPHR,F1 frequency of computer use for all purposes (hours/day)
F1CTLPTN,BY-F1 high school attendance pattern: by school control
F1D19,Month and year last attended school (DO)
F1D20,Grade when last attended school (DO)
F1D21,Whether passed last grade attended
F1D22,Left school for more than a month before last left
F1D23,Month and year first left school for more than a month
F1D24,Month and year returned to school
F1D25,Attended school during 2002-2003 school year
F1D26,Number of school days missed during 2002-2003 school year
F1D27A,Years of General Science coursework (DO)
F1D27B,Years of General Physical Science coursework (DO)
F1D27C,Years of Biology coursework (DO)
F1D27D,Years of Botany/Zoology coursework (DO)
F1D27E,Years of Earth Science coursework (DO)
F1D27F,Years of Chemistry coursework (DO)
F1D27G,Years of Principles of Technology coursework (DO)
F1D27H,Years of Physics coursework (DO)
F1D27I,Years of other science coursework (DO)
F1D28A,Years of General Math coursework (DO)
F1D28B,Years of Pre-Algebra coursework (DO)
F1D28C,Years of Algebra I coursework (DO)
F1D28D,Years of Geometry coursework (DO)
F1D28E,Years of Algebra II coursework (DO)
F1D28F,Years of Trigonometry coursework (DO)
F1D28G,Years of Pre-Calculus coursework (DO)
F1D28H,Years of Calculus coursework (DO)
F1D28I,Years of Consumer/Business Math coursework (DO)
F1D28J,Years of other math coursework (DO)
F1D29A,Left school because got a job (DO)
F1D29B,Left school because did not like school (DO)
F1D29C,Left school because could not get along with teachers (DO)
F1D29D,Left school because could not get along with other students (DO)
F1D29E,Left school because was pregnant (DO)
F1D29F,Left school because became father/mother of a baby (DO)
F1D29G,Left school because had to support family (DO)
F1D29H,Left school because was suspended (DO)
F1D29I,Left school because did not feel safe (DO)
F1D29J,Left school to care for a member of family (DO)
F1D29K,Left school because was expelled (DO)
F1D29L,Left school because did not feel belonged there (DO)
F1D29M,Left school because could not keep up with schoolwork (DO)
F1D29N,Left school because was getting poor grades/failing school (DO)
F1D29O,Left school because got married/planned to get married (DO)
F1D29P,Left school because changed schools and did not like new one (DO)
F1D29Q,Left school because could not work at same time (DO)
F1D29R,Left school because thought would fail competency test (DO)
F1D29S,Left school because thought couldn^t complete course requirements (DO)
F1D29T,Left school because thought it would be easier to get GED (DO)
F1D29U,Left school because missed too many school days (DO)
F1D30,Feels that leaving school was a good decision (DO)
F1D31A,Someone from school offered to send you to another school
F1D31B,Someone from school offered to put you in special program
F1D31C,Someone from school offered special tutoring
F1D31D,Someone from school offered to help make up missed work
F1D31E,Someone from school offered to help with personal problems
F1D31F,Someone from school told you that you could return if kept grades up
F1D31G,Someone from school told you you could return if attendance improved
F1D31H,Someone from school told you you could return if followed school rules
F1D31I,Someone from school tried to talk you into staying
F1D31J,Someone from school told you that you couldn^t come back
F1D31K,Someone from school expelled or suspended you
F1D31L,Someone from school called or visited your home
F1D32A,Parents/guardians offered to send you to another school
F1D32B,Parents/guardians offered to put you in special program
F1D32C,Parents/guardians offered special tutoring
F1D32D,Parents/guardians offered to help make up missed work
F1D32E,Parents/guardians offered to help with personal problems
F1D32F,Parents/guardians tried to talk you into staying
F1D32G,Parents/guardians told you it was okay to leave
F1D32H,Parents/guardians told you they were upset
F1D32I,Parents/guardians punished you for leaving school
F1D32J,Parents/guardians told you it was your decision
F1D32K,Parents/guardians called principle or teacher
F1D32L,Parents/guardians called school counselor
F1D32M,Parents/guardians offered to arrange for outside counseling
F1D33A,Looked into alternative school in past 2 years
F1D33B,Saw counselor/social worker in past 2 years
F1D33C,Went to youth center/outreach program in past 2 years
F1D33D,Went to family counseling in past 2 years
F1D33E,Did work for religious group in past 2 years
F1D33F,In drug rehabilitation program in past 2 years
F1D33G,In alcohol rehabilitation program in past 2 years
F1D33H,Failed competency test required for graduation in past 2 years
F1D33I,Held back a grade in past 2 years
F1D33J,Failed a course in past 2 years
F1D34,Participated in an alternative program
F1D35,Month and year entered most recent alternative program
F1D36,Still enrolled in alternative program
F1D37,Month and year left/completed most recent alternative program
F1D38A,Parents referred you to this alternative program
F1D38B,Siblings referred you to this alternative program
F1D38C,Teacher referred you to this alternative program
F1D38D,School principal referred you to this alternative program
F1D38E,School counselor referred you to this alternative program
F1D38F,Friend referred you to this alternative program
F1D38G,Relative referred you to this alternative program
F1D38I,Social worker/clergy referred you to this alternative program
F1D38J,Adult friend/acquaintance referred you to this alternative program
F1D38K,Respondent referred self to this alternative program
F1D39A,Received special instructional programs from this program
F1D39B,Received vocational/technical/trade skills training from this program
F1D39C,Received tutoring by teachers from this program
F1D39D,Received tutoring by other students from this program
F1D39E,Received rewards for attendance/class performance from this program
F1D39F,Received individual/group counseling from this program
F1D39G,Received career counseling from this program
F1D39H,Received job placement assistance from this program
F1D39I,Received health care or referrals from this program
F1D39J,Received childcare from this program
F1D40,Number of alternative programs participated in
F1D41,Plan to get GED or high school diploma
F1D43A,Completed GED to improve/advance/keep up to date on current job (DO)
F1D43B,Completed GED to train for new job/career (DO)
F1D43C,Completed GED to improve basic reading writing or math skills (DO)
F1D43D,Completed GED to meet requirements for additional study (DO)
F1D43E,Completed GED because required or encouraged by employer (DO)
F1D43F,Completed GED because of personal/family/social reasons (DO)
F1D45,Month and year when received GED/equivalency (DO)
F1D46,Currently taking class to prepare for GED examination
F1D47A,Plan to go back to school to get high school diploma
F1D47B,Plan to enroll in class to prepare for GED or equivalent
F1D48,Month and year expects to receive high school diploma/GED
F1D49A,Use of public library for leisure reading (DO)
F1D49B,Use of public library to read magazines/newspaper (DO)
F1D49C,Use of public library to read books for fun (DO)
F1D49D,Use of public library for personal interests (DO)
F1D49E,Use of public library for Internet access (DO)
F1D50,Hours/week spent reading (DO)
F1D51A,Hours/day spent watching TV/DVD on weekdays (DO)
F1D51B,Hours/day spent watching TV/DVD on weekends (DO)
F1D52A,Hours/day plays video/computer games on weekdays (DO)
F1D52B,Hours/day plays video/computer games on weekends (DO)
F1D53,Hours/day uses computer (DO)
F1D54A,How often uses computer at home (DO)
F1D54B,How often uses computer at public library (DO)
F1D54C,How often uses computer at friend^s house (DO)
F1D54D,How often uses computer at another place (DO)
F1D55A,How often visits with friends at local hangout (DO)
F1D55B,How often works on hobbies (DO)
F1D55C,How often performs community services (DO)
F1D55D,How often drives or rides around (DO)
F1D55E,How often talks on phone with friends (DO)
F1D55F,"How often takes music, art, language class (DO)"
F1D55G,How often takes sports lessons (DO)
F1D55H,How often plays sports (DO)
F1D55I,How often talks with friends/relatives via the Internet (DO)
F1D56A,Importance of being successful in line work (DO)
F1D56B,Importance of marrying right person/having happy family (DO)
F1D56C,Importance of having lots of money (DO)
F1D56D,Importance of having strong friendships (DO)
F1D56E,Importance of being able to find steady work (DO)
F1D56F,Importance of helping others in community (DO)
F1D56G,Importance of giving children better opportunities (DO)
F1D56H,Importance of living close to parents/relatives (DO)
F1D56I,Importance of getting away from this area (DO)
F1D56J,Importance of working to correct inequalities (DO)
F1D56K,Importance of having children (DO)
F1D56L,Importance of having leisure time (DO)
F1D56M,Importance of being expert in field of work (DO)
F1D56N,Importance of getting good education (DO)
F1D56O,Importance of getting good job (DO)
F1D56P,Importance of being an active/informed citizen (DO)
F1D56Q,Importance of supporting environmental causes (DO)
F1D56R,Importance of being patriotic (DO)
F1D57,How far in school respondent thinks will get (DO)
F1D58A,How far in school mother wants respondent to go (DO)
F1D58B,How far in school father wants respondent to go (DO)
F1D59,Number of jobs held since left high school (DO)
F1D61,Month and year started working at this job (DO)
F1D62,Still have this job (DO)
F1D63,Month and year left most recent job (DO)
F1D64,Current/most recent pay per hour (DO)
F1D65,Number of hours/week usually worked at this job (DO)
F1D67,Education respondent thinks will be needed for job at age 30 (DO)
F1D68,Performed unpaid volunteer/community service work (DO)
F1D69A,How many friends dropped out of high school (DO)
F1D69B,How many friends plan to have full-time job after high school (DO)
F1D69C,How many friends plan to attend 2-year community college (DO)
F1D69D,How many friends plan to attend 4-year college/university (DO)
F1DOB_P,F1 Student^s year and month of birth
F1DOQFLG,F1 sample member completion of dropout questionnaire
F1DOSTAT,F1 dropout status
F1E20,Month and year last attended school (EG)
F1E21,Grade when last attended school (EG)
F1E22A,Left school because got a job (EG)
F1E22B,Left school because did not like school (EG)
F1E22C,Left school because could not get along with teachers (EG)
F1E22D,Left school because could not get along with other students (EG)
F1E22E,Left school because was pregnant (EG)
F1E22F,Left school because became father/mother of a baby (EG)
F1E22G,Left school because had to support family (EG)
F1E22H,Left school because was suspended (EG)
F1E22I,Left school because did not feel safe (EG)
F1E22J,Left school to care for a member of family (EG)
F1E22K,Left school because was expelled (EG)
F1E22L,Left school because did not feel belonged there (EG)
F1E22M,Left school because could not keep up with schoolwork (EG)
F1E22N,Left school because was getting poor grades/failing school (EG)
F1E22O,Left school because got married/planned to get married (EG)
F1E22P,Left school because changed schools and did not like new one (EG)
F1E22Q,Left school because could not work at same time (EG)
F1E22R,Left school because thought would fail competency test (EG)
F1E22S,Left school because thought couldn^t complete course requirements (EG)
F1E22T,Left school because thought it would be easier to get GED (EG)
F1E22U,Left school because missed too many school days (EG)
F1E23,Feels that leaving school was a good decision (EG)
F1E24,Program in which GED was earned (EG)
F1E25A,Completed GED to improve/advance/keep up to date on current job (EG)
F1E25B,Completed GED to train for new job/career (EG)
F1E25C,Completed GED to improve basic reading writing or math skills (EG)
F1E25D,Completed GED to meet requirements for additional study (EG)
F1E25E,Completed GED because required or encouraged by employer (EG)
F1E25F,Completed GED because of personal/family/social reasons (EG)
F1E27,Month and year graduated/received equivalency from high school (EG)
F1E28A,Graduated early to gain early admission to college
F1E28B,Graduated early to start a job
F1E28C,Graduated early to join military
F1E28D,Graduated early because bored with high school
F1E28E,Graduated early to move to another city
F1E28F,Graduated early to start a family
F1E38D,How often uses a computer at an educational institution
F1E43,Enrolled in an educational institution since high school
F1E49,Number of jobs held since left high school (EG)
F1E51,Month and year started working at this job (EG)
F1E52,Still have this job (EG)
F1E53,Month and year left most recent job (EG)
F1E54,Current/most recent pay per hour (EG)
F1E55,Number of hours/week usually worked at this job (EG)
F1EGQFLG,F1 sample member completed early graduate questionnaire
F1EVERDO,F1 Ever dropped out
F1FAEDIM,Imputation Flag - F1FATHED
F1FATHED,F1 Father^s highest level of education-composite
F1FCMPIM,Imputation Flag - F1FCOMP
F1FCOMP,F1 Family composition
F1FTTP,F1 Number of full-time teachers categorical
F1GRADE,F1 Last grade attended
F1GRADIM,Imputation Flag - F1GRADE
F1HIMATH,F1 Highest math course of a half year or more
F1HOMLNG,F1 Student^s native language-composite
F1HOQFLG,F1 Student completed homeschool questionnaire
F1MATHSE,F1 mathematics self-efficacy
F1MOEDIM,Imputation Flag - F1MOTHED
F1MOTHED,F1 Mother^s highest level of education-composite
F1N02,Sex
F1N03,Student is Hispanic
F1N07,English is student^s native language
F1N09A,How well respondent understands spoken English
F1N09B,How well respondent speaks English
F1N09C,How well respondent reads English
F1N09D,How well respondent writes English
F1N11,Ever held back a grade
F1N12A,Repeated kindergarten
F1N12B,Repeated 1st grade
F1N12C,Repeated 2nd grade
F1N12D,Repeated 3rd grade
F1N12E,Repeated 4th grade
F1N12F,Repeated 5th grade
F1N12G,Repeated 6th grade
F1N12H,Repeated 7th grade
F1N12I,Repeated 8th grade
F1N12J,Repeated 9th grade
F1N12K,Repeated 10th grade
F1N12L,Repeated 11th grade
F1N12M,Repeated 12th grade
F1N13A,Mother lives in same household at least half the time
F1N13B,Father lives in same household at least half the time
F1N13C,Other female guardian lives in same household at least half the time
F1N13D,Other male guardian lives in same household at least half the time
F1N16A,Mother^s highest level of education
F1N16B,Father^s highest level of education
F1N17A,Family has a daily newspaper
F1N17B,Family has regularly received magazine
F1N17C,Family has a computer
F1N17D,Family has access to the Internet
F1N17E,Family has DVD player
F1N17F,Family has an electric dishwasher
F1N17G,Family has a clothes dryer
F1N17H,Family has more than 50 books
F1N17I,Has own room
F1N17J,Family has fax machine
F1NELS2M,F1 NELS-equated math estimated N-right
F1OCC30,F1 Occupation at age 30-coded
F1OCCFIM,Imputation Flag - F1OCCUF
F1OCCHS,F1 Occupation right after high school-coded
F1OCCMIM,Imputation Flag - F1OCCUM
F1OCCUF,F1 Father^s/male guardian^s occupation-composite
F1OCCUM,F1 Mother^s/female guardian^s occupation-composite
F1PARED,F1 Parent^s highest level of education
F1PNLFLG,BY to F1 panel flag
F1PNLWT,"Panel Weight, BY and F1 (2002 and 2004)"
F1PSEPLN,F1 post-secondary plans right after high school
F1QMODE,F1 mode of quex administration
F1QSTAT,F1 Student questionnaire status
F1QWT,Questionnaire weight for F1
F1QXDATP,Date completed interview
F1RACE,F1 Student^s race/ethnicity-composite
F1RACEIM,Imputation Flag - F1RACE
F1RGPP2,GPA for all courses taken in the 9th - 12th grades - categorical
F1RHTUNP,Total Carnegie units - categorized
F1RMAT_P,Units in mathematics (SST) - categorical
F1RTRCC,Transcript indicated curriculum concentration
F1RTRFLG,Transcript coverage flag
F1S14,Grade level
F1S15,Diploma or certificate most likely to receive
F1S16A,Years of General Science coursework
F1S16B,Years of General Physical Science coursework
F1S16C,Years of Biology coursework
F1S16D,Years of Botany/Zoology coursework
F1S16E,Years of Earth Science coursework
F1S16F,Years of Chemistry coursework
F1S16G,Years of Principles of Technology coursework
F1S16H,Years of Physics coursework
F1S16I,Years of other science coursework
F1S17A,Years of General Math coursework
F1S17B,Years of Pre-Algebra coursework
F1S17C,Years of Algebra I coursework
F1S17D,Years of Geometry coursework
F1S17E,Years of Algebra II coursework
F1S17F,Years of Trigonometry coursework
F1S17G,Years of Pre-Calculus coursework
F1S17H,Years of Calculus coursework
F1S17I,Years of Consumer/Business Math coursework
F1S17J,Years of other math coursework
F1S18A,Can do excellent job on math tests
F1S18B,Can understand difficult math texts
F1S18C,Can understand difficult math class
F1S18D,Can do excellent job on math assignments
F1S18E,Can master math class skills
F1S19A,How often uses calculators in math class
F1S19B,How often uses graphing calculators in math class
F1S19C,How often uses computers in math class
F1S20A,Used computer in fall 2003 math
F1S20B,Uses computer in spring 2004 math
F1S20C,Uses computer in fall 2003 English
F1S20D,Uses computer in spring 2004 English
F1S20E,Used computer in fall 2002 math
F1S20F,Used computer in spring 2003 math
F1S20G,Used computer in fall 2002 English
F1S20H,Used computer in spring 2003 English
F1S21A,Took or plans to take the PSAT
F1S21B,Took or plans to take the PLAN
F1S21C,Took or plans to take SAT or ACT
F1S21D,Took or plans to take Advanced Placement test
F1S21E,Took or plans to take the ASVAB
F1S22A,Took or plans to take SAT/ACT course at high school
F1S22B,Took or plans to take commercial SAT/ACT preparation course
F1S22C,Received or plans to receive private tutoring for SAT/ACT
F1S22D,Studied or plans to study from SAT/ACT preparation books
F1S22E,Used or plans to use SAT/ACT preparation video tape
F1S22F,Used or plans to use SAT/ACT preparation computer program
F1S23,Participated in college preparation program for disadvantaged
F1S24A,Highest grade of participation in Talent Search
F1S24AA,Participated in Talent Search in 9th grade
F1S24AB,Participated in Talent Search in 10th grade
F1S24AC,Participated in Talent Search in 11th grade
F1S24AD,Participated in Talent Search in 12th grade
F1S24AE,Did not participate in Talent Search
F1S24B,Highest grade of participation in Upward Bound
F1S24BA,Participated in Upward Bound in 9th grade
F1S24BB,Participated in Upward Bound in 10th grade
F1S24BC,Participated in Upward Bound in 11th grade
F1S24BD,Participated in Upward Bound in 12th grade
F1S24BE,Did not participate in Upward Bound
F1S24C,Highest grade of participation in Gear Up or other program
F1S24CA,Participated in Gear Up/other similar program in 9th grade
F1S24CB,Participated in Gear Up/other similar program in 10th grade
F1S24CC,Participated in Gear Up/other similar program in 11th grade
F1S24CD,Participated in Gear Up/other similar program in 12th grade
F1S24CE,Did not participate in Gear Up/other similar program
F1S25A,Had something stolen at school
F1S25B,Someone offered drugs at school
F1S25C,Someone threatened to hurt student at school
F1S25D,Someone hit student
F1S26A,Participated in intramural sports
F1S26B,Participated in interscholastic sports
F1S26C,Participated in school band or chorus
F1S26D,Participated in school play or musical
F1S26E,Participated in student government
F1S26F,Participated in academic honor society
F1S26G,Participated in school yearbook or newspaper
F1S26H,Participated in school service clubs
F1S26I,Participated in school academic clubs
F1S26J,Participated in school hobby clubs
F1S26K,Participated in school vocational clubs
F1S27,Hours/week spent on extracurricular activities
F1S28,School has library media/resource center
F1S29A,Use of school library for assignments
F1S29B,Use of school library for in-school projects
F1S29C,Use of school library for homework
F1S29D,Use of school library for research papers
F1S29E,Use of school library for leisure reading
F1S29F,Use of school library to read magazines/newspapers
F1S29G,Use of school library to read books for fun
F1S29H,Use of school library for interests outside of school
F1S29I,Use of school library for Internet access
F1S30A,Use of public library for assignments
F1S30B,Use of public library for in-school projects
F1S30C,Use of public library for homework
F1S30D,Use of public library for research papers
F1S30E,Use of public library for leisure reading
F1S30F,Use of public library to read magazines/newspaper
F1S30G,Use of public library to read books for fun
F1S30H,Use of public library for personal interests outside of school
F1S30I,Use of public library for Internet access
F1S31,Hours/week spent on homework both in and out of school
F1S32A,Hours/week spent on math homework in school
F1S32B,Hours/week spent on math homework out of school
F1S33,Hours/week spent reading outside of school
F1S34A,Hours/day spent watching TV/videos/DVDs on weekdays
F1S34B,Hours/day spent watching TV/videos/DVDs on weekends
F1S35A,Hours/day plays video/computer games on weekdays
F1S35B,Hours/day plays video/computer games on weekends
F1S36A,Hours/day on computer for school work
F1S36B,Hours/day on computer other than for school
F1S37A,How often uses computer at home
F1S37B,How often uses computer at school library
F1S37C,How often uses computer at another place at school
F1S37D,How often uses computer at public library
F1S37E,How often uses computer at friend^s house
F1S37F,How often uses computer at another place
F1S38A,How often uses computer for fun
F1S38B,How often uses computer for school work
F1S38C,How often uses computer to learn on own
F1S39A,How often visits with friends at local hangout
F1S39B,How often works on hobbies
F1S39C,How often performs community services
F1S39D,How often drives or rides around
F1S39E,How often talks on phone with friends
F1S39F,"How often takes music, art, language class"
F1S39G,How often takes sports lessons
F1S39H,How often plays non-school sports
F1S39I,How often talks with friends/relatives via the Internet
F1S40A,Importance of being successful in line work
F1S40B,Importance of marrying right person/having happy family
F1S40C,Importance of having lots of money
F1S40D,Importance of having strong friendships
F1S40E,Importance of being able to find steady work
F1S40F,Importance of helping others in community
F1S40G,Importance of giving children better opportunities
F1S40H,Importance of living close to parents/relatives
F1S40I,Importance of getting away from this area
F1S40J,Importance of working to correct inequalities
F1S40K,Importance of having children
F1S40L,Importance of having leisure time
F1S40M,Importance of being expert in field of work
F1S40N,Importance of getting good education
F1S40O,Importance of getting good job
F1S40P,Importance of being an active/informed citizen
F1S40Q,Importance of supporting environmental causes
F1S40R,Importance of being patriotic
F1S41A,Will work part-time in summer 2004
F1S41B,Will work full-time in summer 2004
F1S41C,Will take high school courses in summer 2004
F1S41D,Will take college courses in summer 2004
F1S41E,Will provide community service in summer 2004
F1S41F,Will enter the military in summer 2004
F1S42,How far in school respondent thinks will get
F1S43A,How far in school mother wants respondent to go
F1S43B,How far in school father wants respondent to go
F1S44A,Mother^s desire for respondent after high school
F1S44B,Father^s desire for respondent after high school
F1S44C,Close relative^s desire for respondent after high school
F1S44D,Friend^s desire for respondent after high school
F1S44E,School counselor^s desire for respondent after high school
F1S44F,Favorite teacher^s desire for respondent after high school
F1S44G,Favorite coach^s desire for respondent after high school
F1S45,Plans to go on to school right after high school
F1S46A,No school right after hs since dislikes school
F1S46B,No school right after hs since grades are not good enough
F1S46C,No school right after hs since admission scores not good enough
F1S46D,No school right after hs since will not need more school for job
F1S46E,No school right after hs since cannot afford school
F1S46F,No school right after hs since has not taken right courses
F1S46G,No school right after hs since no one in family has gone
F1S46H,No school right after hs since plan to join military
F1S46I,No school right after hs since would rather work and earn money
F1S46J,No school right after hs since does not feel school is important
F1S46K,No school right after hs since counselor/teacher recommends work
F1S46L,No school right after hs since needs to support family
F1S47,Plans to continue education some time in future
F1S48A,Has gone to counselor for college entrance information
F1S48B,Has gone to teacher for college entrance information
F1S48C,Has gone to coach for college entrance information
F1S48D,Has gone to parent for college entrance information
F1S48E,Has gone to sibling for college entrance information
F1S48F,Has gone to other relative for college entrance information
F1S48G,Has gone to friend for college entrance information
F1S48H,Has gone to college representatives for entrance information
F1S48I,Has gone to college publications/websites for entrance information
F1S48J,Has gone to college search guides for entrance information
F1S48K,Has gone to school library for college entrance information
F1S48L,Has gone to public library for college entrance information
F1S48M,Has gone to college library for college entrance information
F1S48N,Did not go to any of these sources for college entrance information
F1S49,Type of school plans to attend
F1S50,Number of schools applied to
F1S52A,Post-sec school^s low expenses important to respondent
F1S52B,Availability of post-sec financial aid important to respondent
F1S52C,Post-sec school^s courses/curriculum important to respondent
F1S52D,Post-sec school^s athletic program important to respondent
F1S52E,Post-sec school^s active social life important to respondent
F1S52F,Living at home while attending post-sec important to respondent
F1S52G,Away from home while attending post-sec important to respondent
F1S52H,Post-sec school^s low crime important to respondent
F1S52I,Post-sec school^s job placement record important to respondent
F1S52J,Post-sec school^s grad school placement important to respondent
F1S52K,Post-sec school^s academic reputation important to respondent
F1S52L,Post-sec school^s easy admission important to respondent
F1S52M,Post-sec school has degree in chosen field important to respondent
F1S52N,Post-sec school^s racial/ethnic makeup important to respondent
F1S52O,Post-sec school^s size important to respondent
F1S52P,Post-sec school^s geographic location important to respondent
F1S52Q,Post-sec school same as one parent attended important to respondent
F1S52R,Post-sec school^s acceptance of college credit important to respondent
F1S53,Plans to work right after high school
F1S54,Has regular full-time job lined up
F1S55A,Guidance counselor helped select possible jobs
F1S55B,Vocational/technical teacher helped select possible jobs
F1S55C,Other teacher helped select possible jobs
F1S55D,Coach helped select possible jobs
F1S55E,Other school staff helped select possible jobs
F1S58,How much education respondent thinks will be needed for job at age 30
F1S59,Ever worked for pay not around house
F1S60,How many hours usually works a week during school year
F1S61,How many hours works on the weekend during school year
F1S62,Performed unpaid volunteer/community service work
F1S63A,Volunteered with youth organization
F1S63B,Volunteered with school/community service organization
F1S63C,Volunteered with political club/organization
F1S63D,Volunteered with church/church related group
F1S63E,Volunteered with community center/social-action group
F1S63F,Volunteered with hospital/nursing home group
F1S63G,Volunteered with education organization
F1S63H,Volunteered with conservation/environmental group
F1S64A,How often discussed school courses with parents
F1S64B,How often discussed school activities with parents
F1S64C,How often discuss things studied in class with parents
F1S64D,How often discussed grades with parents
F1S64E,How often discussed what jobs would like to have with parents
F1S64F,How often discussed jobs to apply for after high school with parents
F1S64G,How often discussed preparation for ACT/SAT with parents
F1S64H,How often discussed going to college with parents
F1S64I,How often discussed current events with parents
F1S64J,How often discussed troubling things with parents
F1S65A,How many friends dropped out of high school
F1S65B,How many friends plan to have full-time job after high school
F1S65C,How many friends plan to attend 2-year community college
F1S65D,How many friends plan to attend 4-year college/university
F1SCENP,Oct 2003 total school enrollment-administrator quex-categorical
F1SCFLP,F1 School percent free lunch-categorical
F1SES1,"F1 Socio-economic status composite, v.1"
F1SES1QU,F1 Quartile coding of SES1 variable
F1SES2,"F1 Socio-economic status composite, v.2"
F1SES2QU,F1 Quartile coding of SES2 variable
F1SEX,F1 Sex-composite
F1SEXIM,Imputation Flag - F1SEX
F1STEXIM,Imputation Flag - F1STEXP
F1STEXP,F1 How far in school student thinks will get-composite
F1STLANG,F1 Whether English is student^s native language-composite
F1STLNIM,Imputation Flag - F1STLANG
F1STQFLG,F1 student completed student questionnaire
F1T15,When began going to transfer school
F1T16A,Transferred because family moved
F1T16B,Transferred for programs/offerings
F1T16C,Transferred for quality of instruction
F1T16D,Transferred because did not feel safe at other school
F1T16E,Transferred for other reasons
F1T17A,Students get along well with teachers at transfer school
F1T17B,There is real school spirit at transfer school
F1T17C,The teaching is good at transfer school
F1T17D,Teachers are interested in the students at transfer school
F1T17E,Teachers praise effort at transfer school
F1T17F,Does not feel safe at transfer school
F1T17G,Disruptions get in way of learning at transfer school
F1T17H,Misbehaving students often get away with it at transfer school
F1T17I,There are gangs in transfer school
F1TESTIM,Imputation Flag - F1 math scores
F1TRQFLG,F1 Student completed transfer questionnaire
F1TRSCWT,Cross-sectional high school transcript weight
F1TSTAT,F1 Student test status
F1TVVIGM,F1 hrs/day watching TV/videos/playing video games (weekdays)
F1TX1MPP,Mathematics proficiency probability at level 1
F1TX2MPP,Mathematics proficiency probability at level 2
F1TX3MPP,Mathematics proficiency probability at level 3
F1TX4MPP,Mathematics proficiency probability at level 4
F1TX5MPP,Mathematics proficiency probability at level 5
F1TXACC,F1 Test accommodations
F1TXM1IR,F1 Math IRT estimated number right for F1 scores
F1TXMBIR,F1 Math IRT estimated number right for base year scores
F1TXMQU,F1 Math quartile score
F1TXMSTD,F1 Math standardized score
F1WRKHRS,F1 hours worked per week during 03-04 school year
F1XTRACU,Number of school-sponsored activities participated in 03-04
F2B01,Ever applied to postsecondary school
F2B02,When applied to postsecondary school
F2B03_P,Number of postsecondary schools applied to
F2B04,Whether applied for financial aid
F2B05A,Did not apply for aid because application process too difficult
F2B05B,Did not apply for aid because thought to be ineligible
F2B05C,Did not apply for aid because loan payback not affordable
F2B05D,Did not apply for aid because able to pay without aid
F2B05E,Did not apply for aid because did not want to report info
F2B05F,Did not apply for aid because offered aid without applying
F2B05G,Did not apply for aid because of other reason
F2B06,Offered financial aid usable at more than one school
F2B07,Whether has ever attended postsecondary school
F2B08A,Did not continue education after HS because do not like school
F2B08B,Did not continue education after HS because grades not high
F2B08C,Did not continue education after HS because scores not high
F2B08D,Did not continue educ after high school because won^t need more educ
F2B08E,Did not continue education after HS because cannot afford school
F2B08F,Did not continue education after HS because rather work/make money
F2B08G,Did not continue education after HS because school not important
F2B08H,Did not continue education after HS for family reasons
F2B08I,Did not continue education after HS because have a good job
F2B08J,Did not continue education after HS because was not accepted
F2B08K,Did not continue education after HS because of traumatic experience
F2B08L,Did not continue education after HS because of health reasons
F2B08N,Did not continue education after HS because incarcerated/other reason
F2B10_P,Number of postsecondary schools attended since high school
F2B11A,Delayed continuing educ because could not afford school
F2B11B,Delayed continuing educ because needed to earn money
F2B11C,Delayed continuing educ because not enough financial aid
F2B11D,Delayed continuing educ because was not accepted
